"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"C1,C2,C3";"C_0805";3;"100n";;;
2;"J2";"DG301-5.0-03";1;"Flow Ext";;;
3;"J3";"DG301-5.0-03";1;"Pressure Ext";;;
4;"J4";"DG301-5.0-03";1;"Pressure Int";;;
5;"R1,R3";"R_0805";2;"4k7";;;
6;"R2,R4";"R_0805";2;"10k";;;
7;"U1";"TSSOP-20_4.4x6.5mm_Pitch0.65mm";1;"STM32F030F4Px";;;
8;"X1";"Micro-Match-FOB-6";1;"I2C-6P";;;
9;"X2";"SWD";1;"SWD";;;
10;"J1";"GS3";1;"Address";;;
